time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),cloud_cover (%),thoi_diem,muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat,thoi_diem_iso
2022-01-03T08:00,21.5,0.1,75,93,2022-01-03 08:00:00,104.58,105.0,101.0,280.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T08:00:00
2022-01-03T09:00,20.9,0.0,77,100,2022-01-03 09:00:00,104.57,105.0,101.0,275.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T09:00:00
2022-01-03T10:00,19.4,0.0,84,100,2022-01-03 10:00:00,104.56,105.0,101.0,270.0,200.0,0.0,200.0,0.0,0.0,2022-01-03T10:00:00
2022-01-03T11:00,18.4,0.0,89,100,2022-01-03 11:00:00,104.57,105.0,101.0,230.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T11:00:00
2022-01-03T12:00,17.7,0.0,94,100,2022-01-03 12:00:00,104.58,105.0,101.0,190.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T12:00:00
2022-01-03T13:00,17.2,0.0,94,100,2022-01-03 13:00:00,104.58,105.0,101.0,155.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T13:00:00
2022-01-03T14:00,17.0,0.0,93,99,2022-01-03 14:00:00,104.59,105.0,101.0,110.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T14:00:00
2022-01-03T15:00,16.8,0.0,93,61,2022-01-03 15:00:00,104.59,105.0,101.0,145.0,120.0,0.0,120.0,0.0,0.0,2022-01-03T15:00:00
2022-01-03T16:00,16.6,0.0,93,70,2022-01-03 16:00:00,104.58,105.0,101.0,170.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T16:00:00
2022-01-03T17:00,16.5,0.0,92,80,2022-01-03 17:00:00,104.57,105.0,101.0,195.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T17:00:00
2022-01-03T18:00,16.4,0.0,92,42,2022-01-03 18:00:00,104.57,105.0,101.0,245.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T18:00:00
2022-01-03T19:00,16.3,0.0,92,100,2022-01-03 19:00:00,104.56,105.0,101.0,250.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T19:00:00
2022-01-03T20:00,16.2,0.0,92,96,2022-01-03 20:00:00,104.55,105.0,101.0,265.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T20:00:00
2022-01-03T21:00,16.3,0.0,90,100,2022-01-03 21:00:00,104.54,105.0,101.0,260.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T21:00:00
2022-01-03T22:00,16.6,0.0,88,100,2022-01-03 22:00:00,104.53,105.0,101.0,255.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T22:00:00
2022-01-03T23:00,16.7,0.0,88,43,2022-01-03 23:00:00,104.52,105.0,101.0,260.0,400.0,0.0,400.0,0.0,0.0,2022-01-03T23:00:00
2022-01-04T00:00,17.2,0.0,91,36,2022-01-04 00:00:00,104.51,105.0,101.0,265.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T00:00:00
2022-01-04T01:00,18.9,0.0,85,93,2022-01-04 01:00:00,104.5,105.0,101.0,260.0,340.0,0.0,340.0,0.0,0.0,2022-01-04T01:00:00
2022-01-04T02:00,20.6,0.0,78,93,2022-01-04 02:00:00,104.49,105.0,101.0,250.0,340.0,0.0,340.0,0.0,0.0,2022-01-04T02:00:00
2022-01-04T03:00,22.1,0.0,71,98,2022-01-04 03:00:00,104.48,105.0,101.0,255.0,340.0,0.0,340.0,0.0,0.0,2022-01-04T03:00:00
2022-01-04T04:00,22.7,0.0,71,100,2022-01-04 04:00:00,104.47,105.0,101.0,250.0,352.0,0.0,352.0,0.0,0.0,2022-01-04T04:00:00
2022-01-04T05:00,23.1,0.0,70,100,2022-01-04 05:00:00,104.46,105.0,101.0,255.0,352.0,0.0,352.0,0.0,0.0,2022-01-04T05:00:00
2022-01-04T06:00,23.1,0.1,71,100,2022-01-04 06:00:00,104.45,105.0,101.0,260.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T06:00:00
2022-01-04T07:00,22.6,0.0,72,100,2022-01-04 07:00:00,104.44,105.0,101.0,265.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T07:00:00
2022-01-04T08:00,22.9,0.0,71,92,2022-01-04 08:00:00,104.43,105.0,101.0,260.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T08:00:00
2022-01-04T09:00,22.3,0.0,74,100,2022-01-04 09:00:00,104.42,105.0,101.0,255.0,396.0,0.0,396.0,0.0,0.0,2022-01-04T09:00:00
2022-01-04T10:00,21.0,0.0,81,100,2022-01-04 10:00:00,104.41,105.0,101.0,250.0,352.0,0.0,352.0,0.0,0.0,2022-01-04T10:00:00
2022-01-04T11:00,19.5,0.0,91,98,2022-01-04 11:00:00,104.4,105.0,101.0,200.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T11:00:00
2022-01-04T12:00,18.8,0.0,96,82,2022-01-04 12:00:00,104.41,105.0,101.0,180.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T12:00:00
2022-01-04T13:00,18.3,0.0,98,100,2022-01-04 13:00:00,104.42,105.0,101.0,170.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T13:00:00
2022-01-04T14:00,18.0,0.0,98,100,2022-01-04 14:00:00,104.43,105.0,101.0,160.0,145.0,0.0,145.0,0.0,0.0,2022-01-04T14:00:00
2022-01-04T15:00,18.0,0.0,97,73,2022-01-04 15:00:00,104.43,105.0,101.0,200.0,334.0,0.0,334.0,0.0,0.0,2022-01-04T15:00:00
2022-01-04T16:00,17.6,0.0,97,1,2022-01-04 16:00:00,104.42,105.0,101.0,250.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T16:00:00
2022-01-04T17:00,17.4,0.0,97,44,2022-01-04 17:00:00,104.41,105.0,101.0,255.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T17:00:00
2022-01-04T18:00,17.3,0.0,98,89,2022-01-04 18:00:00,104.4,105.0,101.0,260.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T18:00:00
2022-01-04T19:00,17.6,0.0,97,100,2022-01-04 19:00:00,104.39,105.0,101.0,270.0,400.0,0.0,400.0,0.0,0.0,2022-01-04T19:00:00
2022-01-04T20:00,17.6,0.0,97,96,2022-01-04 20:00:00,104.39,105.0,101.0,260.0,252.0,0.0,252.0,0.0,0.0,2022-01-04T20:00:00
2022-01-04T21:00,17.1,0.0,97,92,2022-01-04 21:00:00,104.38,105.0,101.0,265.0,390.0,0.0,390.0,0.0,0.0,2022-01-04T21:00:00
2022-01-04T22:00,16.9,0.0,98,100,2022-01-04 22:00:00,104.38,105.0,101.0,245.0,240.0,0.0,240.0,0.0,0.0,2022-01-04T22:00:00
2022-01-04T23:00,16.9,0.0,98,100,2022-01-04 23:00:00,104.37,105.0,101.0,210.0,254.0,0.0,254.0,0.0,0.0,2022-01-04T23:00:00
2022-01-05T00:00,18.1,0.0,96,67,2022-01-05 00:00:00,104.37,105.0,101.0,215.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T00:00:00
2022-01-05T01:00,19.4,0.0,89,69,2022-01-05 01:00:00,104.37,105.0,101.0,235.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T01:00:00
2022-01-05T02:00,21.4,0.0,79,52,2022-01-05 02:00:00,104.37,105.0,101.0,240.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T02:00:00
2022-01-05T03:00,22.5,0.0,74,100,2022-01-05 03:00:00,104.37,105.0,101.0,245.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T03:00:00
2022-01-05T04:00,22.7,0.1,74,100,2022-01-05 04:00:00,104.37,105.0,101.0,250.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T04:00:00
2022-01-05T05:00,23.3,0.0,71,25,2022-01-05 05:00:00,104.37,105.0,101.0,255.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T05:00:00
2022-01-05T06:00,24.1,0.1,69,17,2022-01-05 06:00:00,104.36,105.0,101.0,245.0,326.0,0.0,326.0,0.0,0.0,2022-01-05T06:00:00
2022-01-05T07:00,24.0,0.1,68,34,2022-01-05 07:00:00,104.35,105.0,101.0,225.0,326.0,0.0,326.0,0.0,0.0,2022-01-05T07:00:00
2022-01-05T08:00,23.5,0.1,71,36,2022-01-05 08:00:00,104.34,105.0,101.0,210.0,362.0,0.0,362.0,0.0,0.0,2022-01-05T08:00:00
2022-01-05T09:00,22.6,0.0,76,35,2022-01-05 09:00:00,104.34,105.0,101.0,215.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T09:00:00
2022-01-05T10:00,21.5,0.0,81,36,2022-01-05 10:00:00,104.35,105.0,101.0,210.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T10:00:00
2022-01-05T11:00,20.1,0.0,90,53,2022-01-05 11:00:00,104.36,105.0,101.0,170.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T11:00:00
2022-01-05T12:00,19.0,0.0,97,73,2022-01-05 12:00:00,104.37,105.0,101.0,150.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T12:00:00
2022-01-05T13:00,18.8,0.0,99,99,2022-01-05 13:00:00,104.38,105.0,101.0,145.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T13:00:00
2022-01-05T14:00,18.4,0.0,100,100,2022-01-05 14:00:00,104.39,105.0,101.0,140.0,0.0,0.0,0.0,0.0,0.0,2022-01-05T14:00:00
2022-01-05T15:00,18.1,0.0,99,41,2022-01-05 15:00:00,104.39,105.0,101.0,215.0,240.0,0.0,240.0,0.0,0.0,2022-01-05T15:00:00
2022-01-05T16:00,17.8,0.0,98,97,2022-01-05 16:00:00,104.38,105.0,101.0,230.0,362.0,0.0,362.0,0.0,0.0,2022-01-05T16:00:00
2022-01-05T17:00,17.9,0.0,97,25,2022-01-05 17:00:00,104.37,105.0,101.0,220.0,326.0,0.0,326.0,0.0,0.0,2022-01-05T17:00:00
