ten_ho,thoi_diem,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,muc_nuoc_thuong_luu_m_filled
Sông Ba Hạ,2023-10-04 14:00:00,102.97,420.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-04 15:00:00,102.97,430.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-04 16:00:00,102.96,400.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-04 17:00:00,102.95,385.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-04 18:00:00,102.95,372.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-04 19:00:00,102.95,405.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-04 20:00:00,102.95,440.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-04 21:00:00,102.95,475.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-04 22:00:00,102.96,490.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-04 23:00:00,102.96,480.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 00:00:00,102.96,475.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 01:00:00,102.97,480.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 02:00:00,102.97,475.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 03:00:00,102.97,485.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 04:00:00,102.98,480.0,450.0,50.0,400.0,102.98
Sông Ba Hạ,2023-10-05 05:00:00,102.98,475.0,450.0,50.0,400.0,102.98
Sông Ba Hạ,2023-10-05 06:00:00,102.98,460.0,450.0,50.0,400.0,102.98
Sông Ba Hạ,2023-10-05 07:00:00,102.97,420.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 08:00:00,102.97,425.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 09:00:00,102.97,425.0,450.0,50.0,400.0,102.97
Sông Ba Hạ,2023-10-05 10:00:00,102.96,420.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 11:00:00,102.96,415.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 12:00:00,102.96,420.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 13:00:00,102.96,410.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 14:00:00,102.96,408.0,450.0,50.0,400.0,102.96
Sông Ba Hạ,2023-10-05 15:00:00,102.95,400.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-05 16:00:00,102.95,415.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-05 17:00:00,102.95,402.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-05 18:00:00,102.95,420.0,450.0,50.0,400.0,102.95
Sông Ba Hạ,2023-10-05 19:00:00,102.94,505.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-05 20:00:00,102.94,520.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-05 21:00:00,102.94,530.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-05 22:00:00,102.95,535.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-05 23:00:00,102.95,540.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 00:00:00,102.95,545.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 01:00:00,102.96,540.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 02:00:00,102.96,545.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 03:00:00,102.96,550.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 04:00:00,102.97,545.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-06 05:00:00,102.97,530.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-06 06:00:00,102.97,505.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-06 07:00:00,102.96,480.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 08:00:00,102.96,480.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 09:00:00,102.96,475.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 10:00:00,102.96,472.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-06 11:00:00,102.95,470.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 12:00:00,102.95,470.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 13:00:00,102.95,471.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 14:00:00,102.95,471.0,500.0,100.0,400.0,102.95
Sông Ba Hạ,2023-10-06 15:00:00,102.94,465.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-06 16:00:00,102.94,470.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-06 17:00:00,102.94,460.0,500.0,100.0,400.0,102.94
Sông Ba Hạ,2023-10-06 18:00:00,102.94,605.0,600.0,200.0,400.0,102.94
Sông Ba Hạ,2023-10-06 19:00:00,102.94,620.0,600.0,200.0,400.0,102.94
Sông Ba Hạ,2023-10-06 20:00:00,102.94,640.0,600.0,200.0,400.0,102.94
Sông Ba Hạ,2023-10-06 21:00:00,102.94,635.0,600.0,200.0,400.0,102.94
Sông Ba Hạ,2023-10-06 22:00:00,102.94,630.0,600.0,200.0,400.0,102.94
Sông Ba Hạ,2023-10-06 23:00:00,102.95,650.0,600.0,200.0,400.0,102.95
Sông Ba Hạ,2023-10-07 00:00:00,102.95,640.0,600.0,200.0,400.0,102.95
Sông Ba Hạ,2023-10-07 01:00:00,102.95,630.0,600.0,200.0,400.0,102.95
Sông Ba Hạ,2023-10-07 02:00:00,102.96,630.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 03:00:00,102.96,635.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 04:00:00,102.96,635.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 05:00:00,102.96,625.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 06:00:00,102.97,630.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 07:00:00,102.97,630.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 08:00:00,102.97,620.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 09:00:00,102.97,610.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 10:00:00,102.97,625.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 11:00:00,102.97,605.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 12:00:00,102.97,580.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 13:00:00,102.97,595.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 14:00:00,102.97,600.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 15:00:00,102.96,620.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 16:00:00,102.96,610.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 17:00:00,102.96,625.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-07 18:00:00,102.97,630.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 19:00:00,102.97,640.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 20:00:00,102.97,640.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-07 21:00:00,102.98,650.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-07 22:00:00,102.98,690.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-07 23:00:00,102.98,715.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 00:00:00,102.98,720.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 01:00:00,102.98,705.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 02:00:00,102.98,720.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 03:00:00,102.98,700.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 04:00:00,102.98,685.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 05:00:00,102.98,670.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 06:00:00,102.98,710.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 07:00:00,102.98,700.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 08:00:00,102.98,670.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 09:00:00,102.98,690.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-08 10:00:00,102.97,680.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-08 11:00:00,102.97,700.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-08 12:00:00,102.97,670.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-08 13:00:00,102.97,675.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-08 14:00:00,102.97,680.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-08 15:00:00,102.96,670.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 16:00:00,102.96,690.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 17:00:00,102.96,695.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 18:00:00,102.96,710.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 19:00:00,102.95,720.0,700.0,300.0,400.0,102.95
Sông Ba Hạ,2023-10-08 20:00:00,102.96,710.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 21:00:00,102.96,720.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 22:00:00,102.96,730.0,700.0,300.0,400.0,102.96
Sông Ba Hạ,2023-10-08 23:00:00,102.97,740.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-09 00:00:00,102.97,730.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-09 01:00:00,102.97,720.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-09 02:00:00,102.97,710.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-09 03:00:00,102.98,720.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-09 04:00:00,102.98,930.0,900.0,500.0,400.0,102.98
Sông Ba Hạ,2023-10-09 05:00:00,102.98,950.0,900.0,500.0,400.0,102.98
Sông Ba Hạ,2023-10-09 06:00:00,102.99,960.0,900.0,500.0,400.0,102.99
Sông Ba Hạ,2023-10-09 07:00:00,102.99,950.0,900.0,500.0,400.0,102.99
Sông Ba Hạ,2023-10-09 08:00:00,103.0,1000.0,900.0,500.0,400.0,103.0
Sông Ba Hạ,2023-10-09 09:00:00,103.0,910.0,900.0,500.0,400.0,103.0
Sông Ba Hạ,2023-10-09 10:00:00,103.0,870.0,900.0,500.0,400.0,103.0
Sông Ba Hạ,2023-10-09 11:00:00,102.99,880.0,900.0,500.0,400.0,102.99
Sông Ba Hạ,2023-10-09 12:00:00,102.99,970.0,1000.0,600.0,400.0,102.99
Sông Ba Hạ,2023-10-09 13:00:00,103.0,1150.0,1200.0,800.0,400.0,103.0
Sông Ba Hạ,2023-10-09 14:00:00,103.0,1380.0,1400.0,1000.0,400.0,103.0
Sông Ba Hạ,2023-10-09 15:00:00,102.99,1360.0,1400.0,1000.0,400.0,102.99
Sông Ba Hạ,2023-10-09 16:00:00,102.98,1550.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-09 17:00:00,102.98,1580.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-09 18:00:00,102.98,1590.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-09 19:00:00,102.97,1540.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-09 20:00:00,102.97,1560.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-09 21:00:00,102.97,1580.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-09 22:00:00,102.98,1650.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-09 23:00:00,102.98,1600.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-10 00:00:00,102.98,1580.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-10 01:00:00,102.99,1640.0,1600.0,1200.0,400.0,102.99
Sông Ba Hạ,2023-10-10 02:00:00,102.99,1590.0,1600.0,1200.0,400.0,102.99
Sông Ba Hạ,2023-10-10 03:00:00,102.99,1580.0,1600.0,1200.0,400.0,102.99
Sông Ba Hạ,2023-10-10 04:00:00,102.98,1560.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-10 05:00:00,102.98,1570.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-10 06:00:00,102.98,1590.0,1600.0,1200.0,400.0,102.98
Sông Ba Hạ,2023-10-10 07:00:00,102.97,1560.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-10 08:00:00,102.97,1570.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-10 09:00:00,102.97,1580.0,1600.0,1200.0,400.0,102.97
Sông Ba Hạ,2023-10-10 10:00:00,102.96,1560.0,1600.0,1200.0,400.0,102.96
Sông Ba Hạ,2023-10-10 11:00:00,102.96,1550.0,1600.0,1200.0,400.0,102.96
Sông Ba Hạ,2023-10-10 12:00:00,102.96,1570.0,1600.0,1200.0,400.0,102.96
Sông Ba Hạ,2023-10-10 13:00:00,102.96,1560.0,1600.0,1200.0,400.0,102.96
Sông Ba Hạ,2023-10-10 14:00:00,102.95,1580.0,1600.0,1200.0,400.0,102.95
Sông Ba Hạ,2023-10-10 15:00:00,102.95,1420.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 16:00:00,102.95,1410.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 17:00:00,102.95,1410.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 18:00:00,102.95,1400.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 19:00:00,102.95,1400.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 20:00:00,102.95,1405.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 21:00:00,102.95,1410.0,1400.0,1000.0,400.0,102.95
Sông Ba Hạ,2023-10-10 22:00:00,102.96,1420.0,1400.0,1000.0,400.0,102.96
Sông Ba Hạ,2023-10-10 23:00:00,102.96,1410.0,1400.0,1000.0,400.0,102.96
Sông Ba Hạ,2023-10-11 00:00:00,102.96,1430.0,1400.0,1000.0,400.0,102.96
Sông Ba Hạ,2023-10-11 01:00:00,102.96,1420.0,1400.0,1000.0,400.0,102.96
Sông Ba Hạ,2023-10-11 02:00:00,102.97,1430.0,1400.0,1000.0,400.0,102.97
Sông Ba Hạ,2023-10-11 03:00:00,102.97,1420.0,1400.0,1000.0,400.0,102.97
Sông Ba Hạ,2023-10-11 04:00:00,102.97,1440.0,1400.0,1000.0,400.0,102.97
Sông Ba Hạ,2023-10-11 05:00:00,102.98,1220.0,1200.0,800.0,400.0,102.98
Sông Ba Hạ,2023-10-11 06:00:00,102.98,1030.0,1000.0,600.0,400.0,102.98
Sông Ba Hạ,2023-10-11 07:00:00,102.98,1020.0,1000.0,600.0,400.0,102.98
Sông Ba Hạ,2023-10-11 08:00:00,102.98,980.0,1000.0,600.0,400.0,102.98
Sông Ba Hạ,2023-10-11 09:00:00,102.97,960.0,1000.0,600.0,400.0,102.97
Sông Ba Hạ,2023-10-11 10:00:00,102.97,970.0,1000.0,600.0,400.0,102.97
Sông Ba Hạ,2023-10-11 11:00:00,102.97,980.0,1000.0,600.0,400.0,102.97
Sông Ba Hạ,2023-10-11 12:00:00,102.97,990.0,1000.0,600.0,400.0,102.97
Sông Ba Hạ,2023-10-11 13:00:00,102.97,910.0,900.0,500.0,400.0,102.97
Sông Ba Hạ,2023-10-11 14:00:00,102.97,890.0,900.0,500.0,400.0,102.97
Sông Ba Hạ,2023-10-11 15:00:00,102.96,890.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-11 16:00:00,102.96,880.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-11 17:00:00,102.96,850.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-11 18:00:00,102.95,870.0,900.0,500.0,400.0,102.95
Sông Ba Hạ,2023-10-11 19:00:00,102.95,890.0,900.0,500.0,400.0,102.95
Sông Ba Hạ,2023-10-11 20:00:00,102.95,920.0,900.0,500.0,400.0,102.95
Sông Ba Hạ,2023-10-11 21:00:00,102.95,910.0,900.0,500.0,400.0,102.95
Sông Ba Hạ,2023-10-11 22:00:00,102.96,930.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-11 23:00:00,102.96,920.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-12 00:00:00,102.96,910.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-12 01:00:00,102.96,920.0,900.0,500.0,400.0,102.96
Sông Ba Hạ,2023-10-12 02:00:00,102.97,930.0,900.0,500.0,400.0,102.97
Sông Ba Hạ,2023-10-12 03:00:00,102.97,940.0,900.0,500.0,400.0,102.97
Sông Ba Hạ,2023-10-12 04:00:00,102.97,920.0,900.0,500.0,400.0,102.97
Sông Ba Hạ,2023-10-12 05:00:00,102.98,740.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-12 06:00:00,102.98,730.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-12 07:00:00,102.98,720.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-12 08:00:00,102.98,610.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 09:00:00,102.98,620.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 10:00:00,102.98,600.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 11:00:00,102.98,690.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-12 12:00:00,102.98,810.0,800.0,400.0,400.0,102.98
Sông Ba Hạ,2023-10-12 13:00:00,102.98,820.0,800.0,400.0,400.0,102.98
Sông Ba Hạ,2023-10-12 14:00:00,102.97,630.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-12 15:00:00,102.97,625.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-12 16:00:00,102.97,625.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-12 17:00:00,102.97,620.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-12 18:00:00,102.97,620.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-12 19:00:00,102.98,600.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 20:00:00,102.98,600.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 21:00:00,102.98,600.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 22:00:00,102.98,605.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-12 23:00:00,102.98,610.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-13 00:00:00,102.98,615.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-13 01:00:00,102.98,600.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-13 02:00:00,102.98,605.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-13 03:00:00,102.99,635.0,600.0,200.0,400.0,102.99
Sông Ba Hạ,2023-10-13 04:00:00,102.99,620.0,600.0,200.0,400.0,102.99
Sông Ba Hạ,2023-10-13 05:00:00,102.99,615.0,600.0,200.0,400.0,102.99
Sông Ba Hạ,2023-10-13 06:00:00,102.99,620.0,600.0,200.0,400.0,102.99
Sông Ba Hạ,2023-10-13 07:00:00,102.99,520.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 08:00:00,102.99,520.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 09:00:00,102.99,500.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 10:00:00,102.99,495.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 11:00:00,102.99,492.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 12:00:00,102.99,490.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 13:00:00,102.99,490.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 14:00:00,102.99,485.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 15:00:00,102.99,480.0,500.0,100.0,400.0,102.99
Sông Ba Hạ,2023-10-13 16:00:00,102.98,480.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-13 17:00:00,102.98,485.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-13 18:00:00,102.97,490.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-13 19:00:00,102.97,620.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-13 20:00:00,102.97,580.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-13 21:00:00,102.97,570.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-13 22:00:00,102.97,570.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-13 23:00:00,102.96,565.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-14 00:00:00,102.96,565.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-14 01:00:00,102.96,620.0,600.0,200.0,400.0,102.96
Sông Ba Hạ,2023-10-14 02:00:00,102.97,650.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-14 03:00:00,102.97,640.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-14 04:00:00,102.97,640.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-14 05:00:00,102.97,580.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-14 06:00:00,102.97,520.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 07:00:00,102.97,505.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 08:00:00,102.96,490.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 09:00:00,102.96,500.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 10:00:00,102.96,510.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 11:00:00,102.96,505.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 12:00:00,102.96,500.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 13:00:00,102.96,500.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 14:00:00,102.96,495.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 15:00:00,102.96,490.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 16:00:00,102.96,490.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 17:00:00,102.96,495.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 18:00:00,102.96,510.0,500.0,100.0,400.0,102.96
Sông Ba Hạ,2023-10-14 19:00:00,102.97,540.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 20:00:00,102.97,540.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 21:00:00,102.97,545.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 22:00:00,102.97,530.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-14 23:00:00,102.97,510.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 00:00:00,102.97,520.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 01:00:00,102.97,515.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 02:00:00,102.97,510.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 03:00:00,102.97,525.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 04:00:00,102.97,510.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 05:00:00,102.97,505.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 06:00:00,102.97,515.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 07:00:00,102.97,520.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 08:00:00,102.98,520.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-15 09:00:00,102.98,515.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-15 10:00:00,102.98,515.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-15 11:00:00,102.98,510.0,500.0,100.0,400.0,102.98
Sông Ba Hạ,2023-10-15 12:00:00,102.97,490.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 13:00:00,102.97,485.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 14:00:00,102.97,485.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 15:00:00,102.97,490.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 16:00:00,102.97,490.0,500.0,100.0,400.0,102.97
Sông Ba Hạ,2023-10-15 17:00:00,102.97,580.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 18:00:00,102.97,610.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 19:00:00,102.97,620.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 20:00:00,102.97,615.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 21:00:00,102.97,600.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 22:00:00,102.97,600.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-15 23:00:00,102.97,635.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-16 00:00:00,102.97,640.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-16 01:00:00,102.97,645.0,600.0,200.0,400.0,102.97
Sông Ba Hạ,2023-10-16 02:00:00,102.98,620.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-16 03:00:00,102.98,605.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-16 04:00:00,102.98,630.0,600.0,200.0,400.0,102.98
Sông Ba Hạ,2023-10-16 05:00:00,102.98,705.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-16 06:00:00,102.98,715.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-16 07:00:00,102.98,710.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-16 08:00:00,102.98,705.0,700.0,300.0,400.0,102.98
Sông Ba Hạ,2023-10-16 09:00:00,102.97,690.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-16 10:00:00,102.97,695.0,700.0,300.0,400.0,102.97
Sông Ba Hạ,2023-10-16 11:00:00,102.97,710.0,700.0,300.0,400.0,102.97
